id,name,type,level,year,floors,elevator,elevator_goods,building_area,property_fee,park_fee,park_overground,park_underground,floor_area,floor_height,pure_height,hall_height,if_foreign,if_register,latitude,longitude,store_nearby,mall_nearby,park_nearby,hotel_nearby,metro_nearby,rent,rent_haozu,rent_BC_haozu
1343,汇亚大厦,4,3,14,37,14,2,78870,31.6,1500,0,340,2390,4.5,2.8,6,1,1,31.2466,121.511,14,2,14,5,1,9.13,13.25,13.92
1346,吴中商务大厦,4,2,14,10,2,1,18000,12.7,600,20,60,2000,4.3,2.8,6,0,1,31.1822,121.393,10,3,10,11,0,3.04,3.2,4.84
1348,汇峰大厦,2,3,21,13,3,0,7850,1.9,400,100,150,550,3,2.6,5.8,0,1,31.194,121.447,21,4,21,33,1,3.24,3.38,5.67
1349,亚龙创业园,4,3,2,10,0,0,0,20,0,0,0,0,0,0,0,1,1,31.288,121.458,8,1,8,4,1,3.55,3.66,3.27
1354,华鑫天地,5,3,-1,9,6,0,58122,27,0,0,0,0,3.5,0,0,1,1,31.1746,121.414,11,0,11,5,1,4.56,6.06,4.78
1355,华亭科技大厦,4,3,-1,0,0,0,0,6,0,0,0,0,0,0,0,1,1,31.1349,121.334,9,2,9,10,0,2.64,2.4,2.24
1356,会德丰国际广场,4,3,9,61,24,1,100000,40,1800,60,492,2100,4.2,3,9,1,1,31.228,121.451,25,10,0,24,1,10.95,14.3,9.34
1363,绿地汇中心,5,3,6,20,6,2,88349,27,0,693,0,0,4.5,0,0,1,1,31.1711,121.464,1,0,1,0,2,5.07,5.71,6.2
1364,光明大厦,4,3,27,30,6,1,23070,30,600,0,36,769,3.5,2.6,4,1,1,31.2376,121.499,32,17,32,20,1,7.23,7.67,10.33
1368,世贸商城,5,3,23,30,10,2,280000,31,600,100,500,2100,4,2.6,9.5,1,1,31.2075,121.408,8,3,8,14,1,5.07,5.9,7.31
1369,旺旺大厦,4,3,12,20,4,1,30000,30,1800,15,155,1100,4,2.8,8,1,1,31.2339,121.469,30,14,30,27,3,6.9,7.67,8.86
1370,高宝新时代广场,5,3,22,28,4,1,49379,22.5,900,0,200,1000,3.35,2.5,3.5,1,1,31.263,121.49,33,9,33,11,1,5.07,5.84,6.6
1376,张江润和国际总部园,4,3,13,6,1,1,91454,4.9,699,150,600,1630,3.6,2.8,4.59,1,1,31.1935,121.614,1,0,1,0,0,4.06,4.65,4.68
1377,红星世贸大厦,4,3,10,29,3,1,30000,12,0,300,800,2600,3,2.8,5,1,1,31.2431,121.392,16,0,16,2,0,3.55,4.05,5.04
1378,上海国际设计中心,4,3,9,25,4,1,46000,17.8,1000,10,210,800,4.4,3.8,11,1,1,31.2926,121.508,8,0,8,2,1,3.85,4.3,4.22
1379,金嘉商务广场,4,3,-1,16,6,0,73028,6,0,0,0,0,3.6,0,0,1,1,31.3497,121.262,5,1,5,2,0,1.52,1.59,2.07
1380,启华大厦,4,3,30,24,3,1,12000,20,520,10,30,408,3.8,2.7,3.5,1,1,31.2172,121.455,22,6,22,21,2,5.07,6.3,10.3
1392,华盛科技园,4,3,-1,5,2,0,0,5,0,0,0,0,2.8,0,0,1,1,31.1995,121.628,0,0,0,3,0,4.07,4.79,4.68
1394,力国大楼,4,2,10,10,2,1,12000,12,250,40,66,1200,3.6,3,6.2,0,1,31.1667,121.355,15,2,15,8,0,3.24,5.2,16.23
1395,永谊大厦,4,3,4,16,5,0,23711,12,0,0,0,0,3.75,0,0,1,1,31.3452,121.44,21,2,21,2,1,2.94,3.07,2.87
1397,中航天盛广场,4,3,-1,0,5,0,97850,17.8,0,0,0,0,4.4,0,0,1,1,31.3148,121.517,7,1,7,8,1,5.37,6.37,24.11
1401,嘉地中心,6,3,8,63,8,2,171506,31,1200,60,1010,2100,3.4,2.8,3.2,1,1,31.2374,121.463,35,12,35,49,2,8.11,12.18,8.11
1405,老码头创意园,3,2,12,7,2,0,20000,30,800,100,74,600,4,3.5,6.6,0,1,31.2247,121.512,7,2,7,1,0,5.07,6.5,10.33
1411,华鑫中心,4,3,-1,19,0,0,175000,27,0,0,0,0,0,0,0,1,1,31.1799,121.421,23,1,23,7,1,4.06,6,4.78
1414,永银大厦,4,2,18,28,3,1,10000,33,1200,50,100,1002,3.6,2.6,7,1,1,31.2302,121.487,34,12,34,17,1,7.3,9.6,9.28
1415,白金湾广场,4,3,8,20,6,1,33856,28,1300,0,174,1042,3.9,3.2,6.5,1,1,31.256,121.513,19,2,19,14,1,3.33,6.2,7.99
1418,同和国际大厦,4,3,-1,18,3,0,23000,11,0,0,0,0,3.3,0,0,1,1,31.3142,121.515,9,1,9,6,1,5.02,4.52,24.11
1419,左岸88,3,2,7,9,2,1,20000,4.5,400,120,50,1200,3.5,3,5.6,0,1,31.2224,121.529,31,0,31,18,0,3.55,5.5,6.81
1422,龙裕财富中心,4,3,8,11,3,1,12500,20,1000,50,392,1160,1.05,2.8,8.55,1,1,31.2389,121.407,10,1,10,7,0,4.26,5,5.04
1430,东方蓝海国际广场,5,2,8,24,5,1,170000,30.8,800,780,220,0,3.6,2.8,5,1,1,31.297,121.527,14,8,14,15,0,4.06,5.46,24.11
1432,大来大楼,4,3,-1,8,2,0,7369,37,0,0,0,0,3.5,0,0,1,1,31.2397,121.497,39,5,39,39,0,7.4,8.9,10.33
1435,静安新时代大厦,5,3,18,20,2,1,18071,30,1200,50,20,724,3.6,2.4,3,1,1,31.2365,121.467,33,15,33,34,3,6.08,6.74,8.86
1441,中西大厦,4,3,6,20,3,0,18000,15,800,27,100,800,3.6,2.6,3,0,1,31.2258,121.438,21,0,21,16,2,4.46,4.55,6.92
1444,百乐门大都会,4,3,-1,12,3,0,0,30,0,0,0,0,0,0,0,1,1,31.2289,121.451,29,9,29,27,1,6.67,8.49,8.86
1448,福兴大厦,5,2,21,16,4,1,24000,20,700,0,50,1200,3,3,4,1,1,31.2345,121.526,28,11,28,18,2,4.06,4.38,7.76
1452,同普大厦,4,3,9,9,4,2,27703,10,400,38,79,2600,3.6,2.6,5,0,1,31.2383,121.377,2,0,2,2,0,3.24,3.56,5.04
1453,万科时一区,5,3,-1,9,3,0,254000,33,0,0,0,0,3.6,0,0,1,1,31.1924,121.334,1,0,1,0,0,3.8,4.73,6.16
1454,时亦商务大厦,4,3,2,9,2,0,27000,5,0,0,0,0,3,0,0,1,1,31.0441,121.257,1,1,1,6,0,1.52,1.6,2.75
1458,上海跨国采购中心,5,3,-1,0,5,0,50607,28,0,0,0,0,4.2,0,0,1,1,31.2389,121.407,10,1,10,7,0,4.57,5.98,5.04
1460,上海华侨大厦,5,3,114,26,4,1,26000,26,150,35,45,800,3.8,2.5,5,1,1,31.2263,121.45,21,3,21,22,1,4.36,4.3,9.34
1461,中土大厦,4,3,22,27,4,1,27000,15,800,60,180,1000,3.2,2.8,5,1,1,31.2605,121.47,41,3,41,32,0,3.24,3.6,4.33
1463,复城国际,5,3,11,18,4,1,150000,18,1000,83,125,1400,3.5,2.7,7,1,1,31.2958,121.498,18,0,18,15,0,3.04,3.35,3.2
1468,优房商务中心,4,2,-1,4,2,0,0,8,0,0,0,0,3.5,0,0,1,1,31.1517,121.35,4,0,4,4,1,2.22,2.35,16.23
1473,上海电子物联产业园,3,3,12,5,6,3,130000,3,1000,300,280,2000,3.6,3.2,5.5,1,1,31.1063,121.45,1,1,1,0,0,1.62,1.87,2.85
1474,中汇大厦,4,2,19,8,4,1,17247,30,1500,39,0,2200,3.5,2.4,8,1,1,31.2364,121.493,58,17,58,56,1,4.46,6,5.39
1483,金融街海伦中心,4,3,-1,32,0,0,168000,0,0,0,0,0,0,0,0,1,1,31.2638,121.495,36,5,36,6,1,6.08,7.25,5.89
1486,龙湖北城天街,5,3,2,16,0,0,0,4.5,0,0,0,0,0,0,0,1,1,31.3663,121.368,1,0,1,0,1,2.32,2.25,2.07
1487,漕河泾康桥商务绿洲,4,3,-1,12,3,0,500000,7.3,0,0,0,0,4.2,0,0,1,1,31.1344,121.612,1,0,1,0,0,2.64,3.35,2.76
1489,长发大厦,4,2,17,30,2,1,24000,23,500,15,200,182,5,2.6,5.4,0,1,31.2341,121.475,31,11,31,16,0,4.09,4.07,8.57
1494,快易名商,4,3,16,8,3,1,30000,8,600,100,45,705,3.2,2.8,4.3,1,1,31.2164,121.486,59,6,59,27,1,5.03,0,0
1497,光大安石中心,4,3,2,6,0,0,0,10,0,0,0,0,0,0,0,1,1,31.2624,121.521,35,1,35,15,1,6.39,6.35,5.34
1499,绿地风尚天地,5,3,8,28,4,1,121986,11,300,200,724,1925,3.65,3.2,3.8,1,0,31.3287,121.451,18,4,18,2,1,3.04,3.59,3.27
1501,沪西德必易园,3,2,-1,5,1,0,15000,10.5,0,0,0,0,4.29,0,0,1,1,31.2728,121.404,3,0,3,2,2,2.94,3.2,4.38
1503,福建天安大厦,4,3,21,28,3,2,42067,19,500,35,128,2000,3.4,2.8,5,1,1,31.2588,121.596,10,0,10,16,0,3.04,3.36,3.46
1510,华通大厦,2,2,20,26,0,1,27400,30,300,50,100,800,18,2.8,4.5,0,1,31.2416,121.453,28,4,0,20,1,3.45,3.4,8.86
1514,德昌园,4,2,6,4,0,0,0,15,0,0,0,0,0,0,0,1,1,31.2634,121.531,30,0,30,7,0,3.75,4,4.64
1521,滨江2250,3,2,14,6,1,1,15000,4.5,400,90,240,1500,3.5,3.5,4,1,1,31.2105,121.52,10,2,10,5,0,3.55,3.8,6.81
1525,九安广场,4,3,26,11,6,1,30000,8.5,1200,100,140,2500,3,2.7,3.5,1,1,31.2329,121.456,34,9,34,29,1,4.87,5.1,9.34
1529,七星创业园,4,3,-1,0,0,0,54000,0,0,0,0,0,0,0,0,1,1,31.1324,121.375,9,3,9,4,0,2.94,3.15,4.81
1530,上海阿波罗大厦,4,3,24,6,2,1,7200,28,150,20,150,930,3,2.4,3,1,1,31.2279,121.454,24,9,24,25,1,6.08,0,0
1532,悦达国际大厦,4,3,14,26,2,2,24159,6.8,850,82,65,1100,3,2.7,5.5,0,1,31.2369,121.434,20,5,20,13,3,3.85,4.42,5.94
1535,展想广场,4,3,7,20,8,2,62240,25,400,160,508,2741,4,2.8,9,0,1,31.2161,121.635,3,2,3,4,0,5.58,6.15,4.68
1537,上海国际集团大厦,4,3,18,23,4,1,15335,30,150,34,68,1310,3.6,2.6,4,1,1,31.2328,121.468,36,15,36,30,3,7.23,7.56,8.86
1538,华晔创意园,3,3,23,6,8,1,230000,5,400,50,52,1200,3.6,2.8,5.8,0,1,31.2207,121.537,17,1,17,9,1,4.06,4.48,11.33
1539,上海数字产业园,4,3,-1,10,3,0,70507,19,0,0,0,0,2.8,0,0,1,1,31.2055,121.52,18,1,18,11,0,4.56,5.45,6.81
1543,上海地产大厦,4,3,19,26,2,1,15127,2.7,200,0,120,593,3.4,2.5,5,1,0,31.2226,121.46,33,7,33,34,2,7.1,8.88,10.3
1547,七莘红点城,4,3,3,25,0,0,0,23,0,0,0,0,0,0,0,1,1,31.14,121.37,7,1,7,2,1,3.85,4.4,4.81
1549,锦科文化产业园,4,3,5,10,0,0,0,15,0,0,0,0,0,0,0,1,1,31.1404,121.621,3,0,3,3,3,2.64,2.81,2.76
1550,金钟大厦,4,2,24,9,3,1,12000,24,2000,20,50,1100,3.8,2.5,7.5,0,1,31.2058,121.455,19,0,19,24,2,5.97,6.08,7.52
1552,上海世茂大厦,4,3,1,27,0,0,0,36,0,0,0,0,0,0,0,1,1,31.2289,121.524,25,4,25,16,0,7.3,9.57,7.76
1554,东风商务园区,4,3,-1,0,0,0,0,4,0,0,0,0,0,0,0,1,1,31.2099,121.425,23,1,23,10,0,3.35,0,0
1555,浦发大厦,4,3,114,11,11,2,72959,35,1500,50,250,1663,3.9,2.7,18,1,1,31.2409,121.518,26,1,26,18,1,8.1,10.27,13.92
1568,环线广场,4,2,22,29,2,1,20000,2.5,450,60,300,500,3.3,2.6,4.3,0,1,31.1865,121.432,14,4,14,13,0,2.84,3.7,5.67
1572,四行仓库创意园,3,2,20,5,1,1,43000,20,600,20,150,200,4.3,4.3,6,0,1,31.246,121.475,38,6,38,26,2,4.56,5.25,5.92
1580,万宝国际商务中心,4,2,24,5,2,1,20000,24,800,30,50,3025,2.6,2.4,4,0,1,31.2113,121.427,22,1,22,12,1,5.07,5.83,7.18
1583,腾飞大厦,4,3,15,30,7,2,59000,28,1500,20,300,1273,3.5,2.5,8,1,1,31.1944,121.449,22,3,22,36,1,6.08,7.93,5.67
1588,春申江大厦,4,2,22,18,3,1,20480,25,1200,0,100,1115,4,2.5,5,1,1,31.236,121.479,31,11,31,20,1,4.56,5.5,8.57
1597,斯米克大厦,4,3,22,22,6,1,10000,24,1200,100,580,600,2.6,2.5,6,1,1,31.2363,121.527,24,11,24,15,2,4.36,5.42,7.76
1600,科海大楼,4,3,3,11,2,0,38840,13.72,0,0,0,0,3,0,0,1,1,31.1843,121.612,4,0,4,2,0,3.24,8.2,4.68
1606,新虹桥中心大厦,4,3,21,36,8,1,86300,29,1200,60,150,1611,3.6,2.6,5,1,1,31.2102,121.409,13,3,13,10,0,5.07,6.41,7.31
1608,梅龙镇广场,5,3,21,37,9,1,120000,32,1500,80,300,1540,3.6,2.4,6,1,1,31.2348,121.463,34,14,34,38,2,9.13,10.08,8.86
1610,华宁国际广场,4,3,11,28,6,3,64922,13,1200,50,100,808,3.5,2.5,4,1,1,31.2237,121.429,25,6,25,13,0,4.56,5.17,6.92
1613,古北国际财富中心,4,3,11,15,5,1,40000,28,1400,14,191,1454,4,2.8,6,1,1,31.2033,121.41,9,6,9,8,1,7.1,15.35,7.31
1619,宁谷商务大厦,4,2,7,18,3,1,28153,15.8,600,0,400,1500,3.25,3.2,6,1,1,31.1428,121.414,12,4,12,3,0,3.24,4.2,5.16
1627,绿地M-TOWN,4,3,3,17,0,0,127316,4.8,0,0,0,0,4.5,0,0,1,1,31.2108,121.592,4,0,4,3,1,4.06,4.92,4.68
1633,青慧谷,4,3,-1,4,3,0,0,4.5,0,0,0,0,3.8,0,0,1,1,31.2089,121.556,7,0,7,3,0,3.24,4.2,7.23
1638,金光外滩中心,5,3,17,50,21,2,190000,38,200,64,499,2200,3,2.6,21,1,1,31.2375,121.494,59,21,59,48,1,8.11,10.13,10.33
1639,堡尼中心,4,3,8,11,3,1,11730,13.5,600,100,1000,1238,4,3.2,6.6,1,1,31.3027,121.448,6,0,6,5,0,4.06,4.1,4.33
1640,齐来大厦,4,2,10,24,5,1,180000,8,600,40,150,1280,3.8,2.8,4.5,0,1,31.1776,121.411,5,0,5,1,0,3.55,4.23,4.78
1643,科技绿洲,4,3,5,8,10,6,240000,15,0,200,1700,3000,4.5,4.2,5.5,1,1,31.1702,121.398,3,0,3,2,0,4.56,6,4.84
1646,华清大厦,4,3,12,15,4,1,21000,24,200,30,70,1024,3.8,2.8,10,1,1,31.2847,121.445,8,4,8,1,0,4.11,4.48,4.91
1647,绿洲广场,4,2,19,28,2,1,60000,5.8,800,10,0,1000,3,2.7,4,0,1,31.2422,121.421,27,5,27,7,3,2.64,3.25,5.16
1650,航汇大厦,4,3,2,15,0,0,80000,30,0,0,0,0,3.2,0,0,1,1,31.169,121.465,0,0,0,0,4,5.58,5.4,6.2
1651,东方世纪大厦,4,3,16,24,3,1,28203,20,600,23,200,900,3.6,2.6,7,1,1,31.2119,121.404,12,1,12,12,0,3.85,4.83,7.31
1652,新上海国际大厦,4,3,22,44,7,1,81000,28,1100,80,180,1500,3.4,2.6,6,1,1,31.2446,121.516,21,1,21,11,0,8.11,9.52,13.92
1653,东苑丽宝广场,5,3,-1,0,3,0,55000,25,0,0,0,0,0,0,0,1,1,31.1148,121.384,26,11,26,15,0,4.06,4.6,3.29
1655,汇智创意园,3,2,-1,7,1,1,15700,15,550,70,0,2240,3,2.8,5,0,1,31.2422,121.445,41,2,0,27,2,3.24,3.6,5.61
1658,华生大厦,2,3,18,20,4,1,18000,6,600,120,20,900,3.5,3,6,1,1,31.2516,121.446,21,4,21,19,1,3.55,3.35,5.94
1661,海尚杰座,5,3,13,16,3,1,20000,3.5,400,40,160,900,3.6,2.8,8,1,1,31.3007,121.541,15,0,15,3,1,3.21,3.68,24.11
1669,外滩华融大厦,4,3,22,12,6,1,0,21,1500,200,80,690,4.2,2.7,4.8,0,1,31.237,121.5,30,20,30,19,0,7.57,7.9,10.33
1670,虹桥国际科技广场,4,3,9,9,5,1,95637,24,600,32,426,2600,3.6,2.8,4,1,1,31.2262,121.358,7,1,7,3,0,4.56,4.5,4.63
1671,汇阳广场,5,3,-1,21,2,5,101155,28,0,7,500,0,0,0,5.8,1,1,31.1806,121.44,21,2,21,12,2,4.87,5.11,5.67
1672,嘉和国际大厦,4,2,13,28,5,1,24080,18,960,118,80,966,4,3.5,5,1,1,31.2754,121.485,31,7,31,9,1,6.18,7.32,6.5
1676,东方众鑫大厦,4,3,16,31,5,1,32579,25,150,20,90,1285,3.6,2.6,7,1,1,31.2353,121.465,33,17,33,41,3,7.1,9.09,8.11
1678,智慧湾科创园,5,3,3,7,0,0,42000,0.45,0,0,0,0,3.6,0,0,1,1,31.3511,121.441,7,1,7,0,0,2.54,2.81,2.87
1683,曹安国际商城,5,3,13,10,4,4,6288,8,300,2000,3000,60,5.5,5.5,5.3,1,1,31.2593,121.368,12,4,12,11,0,1.3,1.35,9.86
1684,银亿滨江中心,4,3,-1,20,0,0,64308,0,0,0,0,0,4.2,0,0,1,1,31.2032,121.519,21,3,21,13,1,4.06,5.25,5.93
1688,东方国际科技大厦,4,3,-1,20,6,1,44652,19.6,800,0,257,1572,3,2.5,4,1,1,31.2297,121.537,23,0,23,16,2,4.36,5.2,11.33
1702,金玉兰广场,5,3,22,23,4,1,30000,27,1100,0,422,1500,2.8,2.7,6,1,1,31.2112,121.476,27,0,27,29,1,3.85,5.5,6.86
1704,欧银集心大楼,4,3,-1,11,0,0,0,0,0,0,0,0,3.3,0,0,1,1,31.1166,121.422,5,1,0,4,0,2.84,3.35,2.85
1708,北美广场,4,3,9,23,6,1,75224,22,1000,22,400,1360,4.1,3,14,1,1,31.2661,121.52,27,0,27,11,2,5.27,6,5.44
1711,惠扬大厦,4,3,14,25,2,1,0,4.5,400,60,160,1500,2.7,2.6,5,1,1,31.2484,121.54,7,0,7,11,0,2.54,5.5,13.92
1712,证大立方大厦,4,3,12,21,6,1,40000,19,1200,148,148,1807,3.6,2.7,6,1,1,31.2312,121.559,5,3,5,5,1,6.08,7.73,8.67
1713,上海出版大楼,4,3,18,20,2,2,18000,18,600,50,200,900,3.8,2.8,3.5,1,1,31.1674,121.436,12,2,12,13,0,3.04,3,4.78
1716,莱茵·虹桥中心,4,3,9,9,3,1,8000,18,300,35,48,2800,4,4,4.5,0,1,31.1864,121.386,9,3,9,12,0,3.35,3.52,4.84
1717,莘东置业大厦,4,3,8,12,3,1,37595,6,800,150,300,1000,3.6,2.8,5,1,1,31.1128,121.368,4,3,4,1,0,2.23,2.69,3.29
1718,中海万锦城,5,2,7,20,4,1,123200,5.8,300,50,300,1400,4.2,5.5,3,0,1,31.2573,121.468,40,5,40,39,1,2.38,4.36,5.92
1720,华虹科技园,4,3,15,5,2,1,26000,22,250,50,100,1900,5,3.5,8,0,1,31.2134,121.592,4,0,4,3,0,3.65,4.3,4.68
1721,都市总部大楼,4,3,13,24,8,2,49000,31.5,1820,0,167,2103,4.2,2.7,12,1,1,31.2368,121.484,38,13,38,55,2,8.31,13,8.57
1722,恒隆广场,4,3,18,66,17,4,202007,38,150,50,500,1800,4,2.7,15,1,1,31.2338,121.461,30,13,30,28,1,10.14,13.49,8.86
1726,越洋广场,5,3,12,43,16,2,200000,35,2500,0,400,2600,4.5,3,10,1,1,31.2295,121.454,30,10,30,27,1,10.14,0,0
1727,科恩国际中心,5,3,19,29,5,1,50000,30,1200,20,56,1487,3,2.7,7,1,1,31.231,121.463,33,9,33,44,1,4.76,5.2,8.86
1729,安利大楼,4,2,36,7,1,1,3216,3.5,500,0,0,300,3,2.8,4.5,0,0,31.2433,121.495,44,12,44,40,1,7.1,6,10.33
1731,上海国际汽车城大厦,4,3,-1,0,6,1,32125,18,0,26,200,1000,2.7,2.7,0,1,1,31.2879,121.172,1,0,1,2,0,2.44,1.77,2
1735,珠江创意中心,4,3,10,21,6,2,62339,17,0,0,0,0,3.5,0,0,1,1,31.2898,121.456,8,1,8,2,1,4.06,4.75,4.91
1745,丽琴大厦,4,3,10,10,3,1,20008,7,300,30,70,2000,3.8,2.8,10,0,1,31.0685,121.427,2,0,2,1,0,1.73,2.2,2.03
1750,甘泉德必易园,4,3,-1,3,0,0,8000,10.5,0,0,0,0,2.8,0,0,1,1,31.2654,121.432,15,2,15,5,1,2.84,3,3.28
1751,泰康保险大厦,4,3,4,41,0,0,0,40,0,0,0,0,0,0,0,1,1,31.2373,121.521,21,9,21,16,2,9.13,13.67,13.92
1752,方正大厦,4,3,14,25,3,1,37714,19,600,50,150,1500,4,2.8,12,1,1,31.259,121.618,6,1,6,6,0,2.84,3.03,3.46
1754,333世纪大厦,4,3,-1,22,0,0,38908,29,0,0,0,0,3,0,0,1,1,31.2125,121.569,8,2,8,7,1,7.61,8.7,7.23
1755,静安中华大厦,4,3,14,30,5,1,41982,24,1200,15,150,1300,3.6,2.7,6,1,1,31.2361,121.461,31,11,31,40,1,5.88,6.8,9.34
1757,新桥商务中心,5,3,6,9,6,0,0,15,0,0,0,0,3.5,0,0,1,1,31.1742,121.394,3,2,3,2,1,3.85,4.08,4.84
1758,大众大厦,5,2,22,19,3,1,22800,24,600,0,30,1200,3.2,2.7,6,1,0,31.1934,121.43,23,3,23,12,1,4.97,5.16,5.67
1759,中国煤炭大厦,4,3,18,28,4,1,60000,24,1000,20,100,1200,3,2.8,6,1,1,31.2291,121.535,23,0,23,20,2,5.07,6.4,11.33
1760,淮海中华大厦,4,2,16,28,6,1,41982,8,1500,0,76,1275,2.8,2.4,10,1,1,31.236,121.479,31,11,0,20,1,3.55,5.68,8.57
1761,合川大厦,4,3,13,13,4,2,39000,16,350,50,450,3000,3.2,2.8,5,0,1,31.1726,121.392,3,0,3,4,1,3.55,4,4.84
1763,新梅华东大酒店,6,3,26,20,3,1,25000,21,1000,50,80,1000,3.8,3,9,0,1,31.2527,121.464,34,7,0,30,1,4.26,4.46,5.92
1764,中一国际商务大厦,4,3,10,25,5,1,39144,19.5,1200,15,200,1100,4,2.7,10,1,1,31.2568,121.472,32,1,32,38,1,4.87,5.3,6.68
1765,城市新汇,4,3,9,12,3,1,22000,13.8,300,300,104,550,4,3.7,5.6,1,1,31.3237,121.454,19,1,19,2,1,3.85,4.03,3.27
1770,万科2049创意汇,2,3,6,4,2,1,22464,16,350,148,0,4493,3.1,2.7,5,0,1,31.1628,121.523,4,0,4,0,1,3.59,4.5,6.81
1776,新长征商务大厦,4,3,15,18,2,1,25076,15,400,100,68,1007,3.5,2.6,10,1,1,31.2476,121.391,16,4,16,3,0,3.04,3.17,5.04
1780,泛太大厦,4,3,26,6,6,1,35400,30,300,110,200,1000,2.7,2.4,4.5,1,1,31.2169,121.434,41,2,0,31,0,2.84,3.8,6.92
1781,新宝中心,4,3,-1,14,3,0,0,12,0,0,0,0,3.9,0,0,1,1,31.3397,121.298,6,0,6,2,0,2.53,2.72,2.11
1782,宝矿国际大厦,4,3,14,50,8,1,205080,26,1500,20,220,1765,3.5,2.5,5,1,1,31.2545,121.497,61,3,61,41,0,5.27,6.04,7.99
1786,创富大厦,4,1,-1,4,2,0,0,5,0,0,0,0,3.5,0,0,1,1,31.2643,121.519,39,1,0,15,1,3.7,0,0
1790,市北高新技术服务园区,3,3,-1,0,0,0,0,8,0,0,0,0,0,0,0,1,1,31.3112,121.457,15,2,15,3,1,2.84,3.68,4.33
1795,乐凯大厦,5,2,23,28,5,2,43500,18.7,300,25,300,987,2.45,2.6,4.5,1,1,31.2365,121.525,25,11,25,16,2,4.26,5,7.76
1796,桂中园,4,1,21,6,2,2,20000,2.6,300,300,0,1400,4.3,2.6,4.2,1,1,31.175,121.409,9,0,9,1,1,3.04,3.72,4.78
1798,鼎力创意园,4,3,2,7,0,0,0,10.5,0,0,0,0,0,0,0,1,1,31.1878,121.436,11,5,11,10,0,4.56,4.66,5.67
1799,新城大厦,4,2,21,25,3,1,20883,22.8,1500,25,20,680,2.9,2.8,4,1,1,31.2369,121.461,32,11,32,45,1,3.85,3.8,8.11
1800,中城国际大厦,4,3,-1,27,4,0,19300,30,0,0,0,0,0,0,0,1,1,31.1992,121.436,20,2,20,20,0,7.61,8.5,7.52
1801,长春藤运通大厦,5,3,16,19,2,1,15512,30,1200,10,92,1242,3.6,2.6,5,1,1,31.2372,121.467,32,15,32,28,3,6.19,8.03,8.11
1802,创邑金沙谷,4,2,11,4,3,1,23000,5,500,12,80,6,4.5,4.2,9,0,1,31.2415,121.39,14,1,14,5,1,3.35,5.4,5.04
1803,泓毅大厦,4,3,8,13,4,1,22000,15,350,200,150,2200,3.9,2.4,5,0,1,31.1749,121.394,3,1,3,3,1,4.06,4.71,4.84
1810,绿地能源大厦,4,3,10,24,6,2,25480,25,800,600,300,1500,2.7,3.2,10,1,1,31.3047,121.528,13,5,13,10,0,3.04,1795.7,24.11
